State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
OR,OR,2016,June,Number of Drug Overdose Deaths,521,528,100,0.048023955478968,
OR,OR,2016,July,Number of Drug Overdose Deaths,511,518,100,0.053569414683658,
OR,OR,2016,August,Number of Drug Overdose Deaths,495,502,100,0.053409793669534,
OR,OR,2016,September,Number of Drug Overdose Deaths,488,495,100,0.059076715334627,
OR,OR,2016,October,Number of Drug Overdose Deaths,483,490,100,0.061645370993051,
OR,OR,2016,November,Number of Drug Overdose Deaths,484,492,100,0.064483570707637,
OR,OR,2016,December,Number of Drug Overdose Deaths,496,504,100,0.072387103959018,
OR,OR,2017,January,Number of Drug Overdose Deaths,504,508,100,0.073879494335905,Underreported due to incomplete data
OR,OR,2017,February,Number of Drug Overdose Deaths,512,518,100,0.070850478240728,Underreported due to incomplete data
OR,OR,2017,March,Number of Drug Overdose Deaths,504,510,100,0.073695990392226,Underreported due to incomplete data
OR,OR,2017,April,Number of Drug Overdose Deaths,507,514,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,Number of Drug Overdose Deaths,501,507,100,0.065171346331396,Underreported due to incomplete data
OR,OR,2017,June,Number of Drug Overdose Deaths,494,502,100,0.062410115865737,Underreported due to incomplete data
SC,SC,2015,February,Number of Drug Overdose Deaths,699,705,100,0.026511134676564,
OR,OR,2017,July,Number of Drug Overdose Deaths,504,513,100,0.059648076349538,Underreported due to incomplete data
OR,OR,2017,August,Number of Drug Overdose Deaths,517,528,100,0.062318801311404,Underreported due to incomplete data
OR,OR,2017,September,Number of Drug Overdose Deaths,529,540,100,0.056992428148832,Underreported due to incomplete data
OR,OR,2017,October,Number of Drug Overdose Deaths,546,555,100,0.054134524292868,Underreported due to incomplete data
OR,OR,2017,November,Number of Drug Overdose Deaths,547,555,100,0.05425494398177,Underreported due to incomplete data
OR,OR,2017,December,Number of Drug Overdose Deaths,534,538,100,0.049044985150268,Underreported due to incomplete data
OR,OR,2018,January,Number of Drug Overdose Deaths,543,545,100,0.046678931327055,Underreported due to incomplete data
OR,OR,2018,February,Number of Drug Overdose Deaths,533,538,100,0.055314323644108,Underreported due to incomplete data
OR,OR,2018,March,Number of Drug Overdose Deaths,542,547,100,0.055126791620728,Underreported due to incomplete data
OR,OR,2015,January,"Opioids (T40.0-T40.4,T40.6)",340,343,100,0.023247704289201,
OR,OR,2015,February,"Opioids (T40.0-T40.4,T40.6)",343,346,100,0.02309068867979,
OR,OR,2015,March,"Opioids (T40.0-T40.4,T40.6)",339,342,100,0.023006355505708,
OR,OR,2015,April,"Opioids (T40.0-T40.4,T40.6)",341,344,100,0.020046967180251,
OR,OR,2015,May,"Opioids (T40.0-T40.4,T40.6)",326,329,100,0.019910120029581,
OR,OR,2015,June,"Opioids (T40.0-T40.4,T40.6)",335,338,100,0.022626994003847,
OR,OR,2015,July,"Opioids (T40.0-T40.4,T40.6)",331,334,100,0.022554271215111,
OR,OR,2015,August,"Opioids (T40.0-T40.4,T40.6)",344,347,100,0.022544101899341,
OR,OR,2015,September,"Opioids (T40.0-T40.4,T40.6)",351,354,100,0.019682271896528,
OR,OR,2015,October,"Opioids (T40.0-T40.4,T40.6)",347,350,100,0.016909029421711,
OR,OR,2015,November,"Opioids (T40.0-T40.4,T40.6)",340,343,100,0.01403351202672,
OR,OR,2015,December,"Opioids (T40.0-T40.4,T40.6)",328,331,100,0.022388895108026,
OR,OR,2016,January,"Opioids (T40.0-T40.4,T40.6)",323,326,100,0.022520620443093,
OR,OR,2016,February,"Opioids (T40.0-T40.4,T40.6)",330,333,100,0.025385721941726,
OR,OR,2016,March,"Opioids (T40.0-T40.4,T40.6)",329,332,100,0.028093044162265,
OR,OR,2016,April,"Opioids (T40.0-T40.4,T40.6)",332,336,100,0.030915376183918,
OR,OR,2016,May,"Opioids (T40.0-T40.4,T40.6)",344,349,100,0.045109814203953,
OR,OR,2016,June,"Opioids (T40.0-T40.4,T40.6)",333,338,100,0.048023955478968,
OR,OR,2016,July,"Opioids (T40.0-T40.4,T40.6)",330,335,100,0.053569414683658,
OR,OR,2016,August,"Opioids (T40.0-T40.4,T40.6)",317,322,100,0.053409793669534,
OR,OR,2016,September,"Opioids (T40.0-T40.4,T40.6)",310,315,100,0.059076715334627,
OR,OR,2016,October,"Opioids (T40.0-T40.4,T40.6)",303,308,100,0.061645370993051,
OR,OR,2016,November,"Opioids (T40.0-T40.4,T40.6)",306,311,100,0.064483570707637,
OR,OR,2016,December,"Opioids (T40.0-T40.4,T40.6)",306,312,100,0.072387103959018,
OR,OR,2017,January,"Opioids (T40.0-T40.4,T40.6)",309,312,100,0.073879494335905,Underreported due to incomplete data
OR,OR,2017,February,"Opioids (T40.0-T40.4,T40.6)",316,320,100,0.070850478240728,Underreported due to incomplete data
OR,OR,2017,March,"Opioids (T40.0-T40.4,T40.6)",313,317,100,0.073695990392226,Underreported due to incomplete data
OR,OR,2017,April,"Opioids (T40.0-T40.4,T40.6)",311,316,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,"Opioids (T40.0-T40.4,T40.6)",310,314,100,0.065171346331396,Underreported due to incomplete data
OR,OR,2017,June,"Opioids (T40.0-T40.4,T40.6)",314,319,100,0.062410115865737,Underreported due to incomplete data
OR,OR,2017,July,"Opioids (T40.0-T40.4,T40.6)",315,321,100,0.059648076349538,Underreported due to incomplete data
OR,OR,2017,August,"Opioids (T40.0-T40.4,T40.6)",323,331,100,0.062318801311404,Underreported due to incomplete data
OR,OR,2017,September,"Opioids (T40.0-T40.4,T40.6)",325,332,100,0.056992428148832,Underreported due to incomplete data
OR,OR,2017,October,"Opioids (T40.0-T40.4,T40.6)",337,343,100,0.054134524292868,Underreported due to incomplete data
OR,OR,2017,November,"Opioids (T40.0-T40.4,T40.6)",339,345,100,0.05425494398177,Underreported due to incomplete data
OR,OR,2017,December,"Opioids (T40.0-T40.4,T40.6)",344,347,100,0.049044985150268,Underreported due to incomplete data
OR,OR,2018,January,"Opioids (T40.0-T40.4,T40.6)",350,352,100,0.046678931327055,Underreported due to incomplete data
OR,OR,2018,February,"Opioids (T40.0-T40.4,T40.6)",335,338,100,0.055314323644108,Underreported due to incomplete data
OR,OR,2018,March,"Opioids (T40.0-T40.4,T40.6)",342,346,100,0.055126791620728,Underreported due to incomplete data
OR,OR,2015,January,Percent with drugs specified,92.6923076923077,,100,0.023247704289201,
OR,OR,2015,February,Percent with drugs specified,92.8709055876686,,100,0.02309068867979,
OR,OR,2015,March,Percent with drugs specified,92.621359223301,,100,0.023006355505708,
OR,OR,2015,April,Percent with drugs specified,92.4564796905222,,100,0.020046967180251,
OR,OR,2015,May,Percent with drugs specified,92.814371257485,,100,0.019910120029581,
OR,OR,2015,June,Percent with drugs specified,93.6758893280632,,100,0.022626994003847,
OR,OR,2015,July,Percent with drugs specified,93.6254980079681,,100,0.022554271215111,
OR,OR,2015,August,Percent with drugs specified,93.3980582524272,,100,0.022544101899341,
OR,OR,2015,September,Percent with drugs specified,94.0726577437859,,100,0.019682271896528,
OR,OR,2015,October,Percent with drugs specified,94.3137254901961,,100,0.016909029421711,
OR,OR,2015,November,Percent with drugs specified,95.0396825396825,,100,0.01403351202672,
OR,OR,2015,December,Percent with drugs specified,95.5734406438632,,100,0.022388895108026,
OR,OR,2016,January,Percent with drugs specified,95.5193482688391,,100,0.022520620443093,
OR,OR,2016,February,Percent with drugs specified,95.959595959596,,100,0.025385721941726,
OR,OR,2016,March,Percent with drugs specified,96.2226640159046,,100,0.028093044162265,
OR,OR,2016,April,Percent with drugs specified,96.6666666666667,,100,0.030915376183918,
OR,OR,2016,May,Percent with drugs specified,96.3809523809524,,100,0.045109814203953,
OR,OR,2016,June,Percent with drugs specified,95.7773512476008,,100,0.048023955478968,
OR,OR,2016,July,Percent with drugs specified,96.0861056751468,,100,0.053569414683658,
OR,OR,2016,August,Percent with drugs specified,96.1616161616162,,100,0.053409793669534,
OR,OR,2016,September,Percent with drugs specified,95.4918032786885,,100,0.059076715334627,
OR,OR,2016,October,Percent with drugs specified,95.2380952380952,,100,0.061645370993051,
OR,OR,2016,November,Percent with drugs specified,95.4545454545455,,100,0.064483570707637,
OR,OR,2016,December,Percent with drugs specified,95.1612903225807,,100,0.072387103959018,
OR,OR,2017,January,Percent with drugs specified,95.4365079365079,,100,0.073879494335905,Underreported due to incomplete data
OR,OR,2017,February,Percent with drugs specified,95.3125,,100,0.070850478240728,Underreported due to incomplete data
OR,OR,2017,March,Percent with drugs specified,94.8412698412698,,100,0.073695990392226,Underreported due to incomplete data
OR,OR,2017,April,Percent with drugs specified,94.4773175542406,,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,Percent with drugs specified,95.0099800399202,,100,0.065171346331396,Underreported due to incomplete data
OR,OR,2017,June,Percent with drugs specified,95.1417004048583,,100,0.062410115865737,Underreported due to incomplete data
OR,OR,2017,July,Percent with drugs specified,95.0396825396825,,100,0.059648076349538,Underreported due to incomplete data
OR,OR,2017,August,Percent with drugs specified,95.7446808510638,,100,0.062318801311404,Underreported due to incomplete data
OR,OR,2017,September,Percent with drugs specified,96.2192816635161,,100,0.056992428148832,Underreported due to incomplete data
OR,OR,2017,October,Percent with drugs specified,96.1538461538462,,100,0.054134524292868,Underreported due to incomplete data
OR,OR,2017,November,Percent with drugs specified,96.3436928702011,,100,0.05425494398177,Underreported due to incomplete data
OR,OR,2017,December,Percent with drugs specified,96.6292134831461,,100,0.049044985150268,Underreported due to incomplete data
OR,OR,2018,January,Percent with drugs specified,96.5009208103131,,100,0.046678931327055,Underreported due to incomplete data
OR,OR,2018,February,Percent with drugs specified,96.6228893058161,,100,0.055314323644108,Underreported due to incomplete data
OR,OR,2018,March,Percent with drugs specified,96.8634686346863,,100,0.055126791620728,Underreported due to incomplete data
OR,OR,2015,January,Psychostimulants with abuse potential (T43.6),107,109,100,0.023247704289201,
OR,OR,2015,February,Psychostimulants with abuse potential (T43.6),102,104,100,0.02309068867979,
OR,OR,2015,March,Psychostimulants with abuse potential (T43.6),100,102,100,0.023006355505708,
OR,OR,2015,April,Psychostimulants with abuse potential (T43.6),99,101,100,0.020046967180251,
OR,OR,2015,May,Psychostimulants with abuse potential (T43.6),106,108,100,0.019910120029581,
OR,OR,2015,June,Psychostimulants with abuse potential (T43.6),112,114,100,0.022626994003847,
OR,OR,2015,July,Psychostimulants with abuse potential (T43.6),114,116,100,0.022554271215111,
OR,OR,2015,August,Psychostimulants with abuse potential (T43.6),116,118,100,0.022544101899341,
OR,OR,2015,September,Psychostimulants with abuse potential (T43.6),118,120,100,0.019682271896528,
OR,OR,2015,October,Psychostimulants with abuse potential (T43.6),118,120,100,0.016909029421711,
OR,OR,2015,November,Psychostimulants with abuse potential (T43.6),116,118,100,0.01403351202672,
OR,OR,2015,December,Psychostimulants with abuse potential (T43.6),124,126,100,0.022388895108026,
OR,OR,2016,January,Psychostimulants with abuse potential (T43.6),129,131,100,0.022520620443093,
OR,OR,2016,February,Psychostimulants with abuse potential (T43.6),135,137,100,0.025385721941726,
OR,OR,2016,March,Psychostimulants with abuse potential (T43.6),143,146,100,0.028093044162265,
OR,OR,2016,April,Psychostimulants with abuse potential (T43.6),143,146,100,0.030915376183918,
OR,OR,2016,May,Psychostimulants with abuse potential (T43.6),141,144,100,0.045109814203953,
OR,OR,2016,June,Psychostimulants with abuse potential (T43.6),145,148,100,0.048023955478968,
OR,OR,2016,July,Psychostimulants with abuse potential (T43.6),142,145,100,0.053569414683658,
OR,OR,2016,August,Psychostimulants with abuse potential (T43.6),140,143,100,0.053409793669534,
OR,OR,2016,September,Psychostimulants with abuse potential (T43.6),138,141,100,0.059076715334627,
OR,OR,2016,October,Psychostimulants with abuse potential (T43.6),138,141,100,0.061645370993051,
OR,OR,2016,November,Psychostimulants with abuse potential (T43.6),141,145,100,0.064483570707637,
OR,OR,2016,December,Psychostimulants with abuse potential (T43.6),149,153,100,0.072387103959018,
OR,OR,2017,January,Psychostimulants with abuse potential (T43.6),150,153,100,0.073879494335905,Underreported due to incomplete data
OR,OR,2017,February,Psychostimulants with abuse potential (T43.6),155,158,100,0.070850478240728,Underreported due to incomplete data
OR,OR,2017,March,Psychostimulants with abuse potential (T43.6),153,156,100,0.073695990392226,Underreported due to incomplete data
OR,OR,2017,April,Psychostimulants with abuse potential (T43.6),156,159,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,Psychostimulants with abuse potential (T43.6),161,164,100,0.065171346331396,Underreported due to incomplete data
OR,OR,2017,June,Psychostimulants with abuse potential (T43.6),149,152,100,0.062410115865737,Underreported due to incomplete data
OR,OR,2017,July,Psychostimulants with abuse potential (T43.6),152,157,100,0.059648076349538,Underreported due to incomplete data
OR,OR,2017,August,Psychostimulants with abuse potential (T43.6),164,170,100,0.062318801311404,Underreported due to incomplete data
OR,OR,2017,September,Psychostimulants with abuse potential (T43.6),174,180,100,0.056992428148832,Underreported due to incomplete data
OR,OR,2017,October,Psychostimulants with abuse potential (T43.6),182,187,100,0.054134524292868,Underreported due to incomplete data
OR,OR,2017,November,Psychostimulants with abuse potential (T43.6),186,190,100,0.05425494398177,Underreported due to incomplete data
OR,OR,2017,December,Psychostimulants with abuse potential (T43.6),175,177,100,0.049044985150268,Underreported due to incomplete data
OR,OR,2018,January,Psychostimulants with abuse potential (T43.6),185,188,100,0.046678931327055,Underreported due to incomplete data
OR,OR,2018,February,Psychostimulants with abuse potential (T43.6),182,185,100,0.055314323644108,Underreported due to incomplete data
OR,OR,2018,March,Psychostimulants with abuse potential (T43.6),183,186,100,0.055126791620728,Underreported due to incomplete data
OR,OR,2015,January,"Synthetic opioids, excl. methadone (T40.4)",32,33,100,0.023247704289201,
OR,OR,2015,February,"Synthetic opioids, excl. methadone (T40.4)",29,30,100,0.02309068867979,
OR,OR,2015,March,"Synthetic opioids, excl. methadone (T40.4)",29,30,100,0.023006355505708,
OR,OR,2015,April,"Synthetic opioids, excl. methadone (T40.4)",32,33,100,0.020046967180251,
OR,OR,2015,May,"Synthetic opioids, excl. methadone (T40.4)",31,32,100,0.019910120029581,
OR,OR,2015,June,"Synthetic opioids, excl. methadone (T40.4)",34,35,100,0.022626994003847,
OR,OR,2015,July,"Synthetic opioids, excl. methadone (T40.4)",35,36,100,0.022554271215111,
OR,OR,2015,August,"Synthetic opioids, excl. methadone (T40.4)",36,37,100,0.022544101899341,
OR,OR,2015,September,"Synthetic opioids, excl. methadone (T40.4)",36,37,100,0.019682271896528,
OR,OR,2015,October,"Synthetic opioids, excl. methadone (T40.4)",38,39,100,0.016909029421711,
OR,OR,2015,November,"Synthetic opioids, excl. methadone (T40.4)",33,34,100,0.01403351202672,
OR,OR,2015,December,"Synthetic opioids, excl. methadone (T40.4)",33,34,100,0.022388895108026,
OR,OR,2016,January,"Synthetic opioids, excl. methadone (T40.4)",32,33,100,0.022520620443093,
OR,OR,2016,February,"Synthetic opioids, excl. methadone (T40.4)",37,38,100,0.025385721941726,
OR,OR,2016,March,"Synthetic opioids, excl. methadone (T40.4)",40,41,100,0.028093044162265,
OR,OR,2016,April,"Synthetic opioids, excl. methadone (T40.4)",39,40,100,0.030915376183918,
OR,OR,2016,May,"Synthetic opioids, excl. methadone (T40.4)",41,42,100,0.045109814203953,
OR,OR,2016,June,"Synthetic opioids, excl. methadone (T40.4)",39,40,100,0.048023955478968,
OR,OR,2016,July,"Synthetic opioids, excl. methadone (T40.4)",37,38,100,0.053569414683658,
OR,OR,2016,August,"Synthetic opioids, excl. methadone (T40.4)",39,40,100,0.053409793669534,
OR,OR,2016,September,"Synthetic opioids, excl. methadone (T40.4)",40,41,100,0.059076715334627,
OR,OR,2016,October,"Synthetic opioids, excl. methadone (T40.4)",40,41,100,0.061645370993051,
OR,OR,2016,November,"Synthetic opioids, excl. methadone (T40.4)",43,44,100,0.064483570707637,
OR,OR,2016,December,"Synthetic opioids, excl. methadone (T40.4)",41,42,100,0.072387103959018,
OR,OR,2017,January,"Synthetic opioids, excl. methadone (T40.4)",42,43,100,0.073879494335905,Underreported due to incomplete data
OR,OR,2017,February,"Synthetic opioids, excl. methadone (T40.4)",42,43,100,0.070850478240728,Underreported due to incomplete data
OR,OR,2017,March,"Synthetic opioids, excl. methadone (T40.4)",42,43,100,0.073695990392226,Underreported due to incomplete data
OR,OR,2017,April,"Synthetic opioids, excl. methadone (T40.4)",49,51,100,0.079006157031548,Underreported due to incomplete data
OR,OR,2017,May,"Synthetic opioids, excl. methadone (T40.4)",56,58,100,0.065171346331396,Underreported due to incomplete data
OR,OR,2017,June,"Synthetic opioids, excl. methadone (T40.4)",64,66,100,0.062410115865737,Underreported due to incomplete data
OR,OR,2017,July,"Synthetic opioids, excl. methadone (T40.4)",74,77,100,0.059648076349538,Underreported due to incomplete data
OR,OR,2017,August,"Synthetic opioids, excl. methadone (T40.4)",77,80,100,0.062318801311404,Underreported due to incomplete data
OR,OR,2017,September,"Synthetic opioids, excl. methadone (T40.4)",79,82,100,0.056992428148832,Underreported due to incomplete data
OR,OR,2017,October,"Synthetic opioids, excl. methadone (T40.4)",82,84,100,0.054134524292868,Underreported due to incomplete data
OR,OR,2017,November,"Synthetic opioids, excl. methadone (T40.4)",84,86,100,0.05425494398177,Underreported due to incomplete data
OR,OR,2017,December,"Synthetic opioids, excl. methadone (T40.4)",86,87,100,0.049044985150268,Underreported due to incomplete data
OR,OR,2018,January,"Synthetic opioids, excl. methadone (T40.4)",91,92,100,0.046678931327055,Underreported due to incomplete data
OR,OR,2018,February,"Synthetic opioids, excl. methadone (T40.4)",93,94,100,0.055314323644108,Underreported due to incomplete data
OR,OR,2018,March,"Synthetic opioids, excl. methadone (T40.4)",99,101,100,0.055126791620728,Underreported due to incomplete data
PA,PA,2015,January,Number of Deaths,131628,,100,0.262862005044519,
PA,PA,2015,February,Number of Deaths,132673,,100,0.271343830319658,
PA,PA,2015,March,Number of Deaths,133628,,100,0.275391385039064,
PA,PA,2015,April,Number of Deaths,134004,,100,0.282827378287215,
PA,PA,2015,May,Number of Deaths,134018,,100,0.274589980450387,
PA,PA,2015,June,Number of Deaths,134081,,100,0.275206777992408,
PA,PA,2015,July,Number of Deaths,134020,,100,0.26861662438442,
PA,PA,2015,August,Number of Deaths,134230,,100,0.273411308947329,
PA,PA,2015,September,Number of Deaths,134427,,100,0.281937408407537,
PA,PA,2015,October,Number of Deaths,134598,,100,0.282322174177922,
PA,PA,2015,November,Number of Deaths,134286,,100,0.288935555456265,
PA,PA,2015,December,Number of Deaths,133734,,100,0.275173104820016,
PA,PA,2016,January,Number of Deaths,132350,,100,0.265961465810351,
PA,PA,2016,February,Number of Deaths,131948,,100,0.264498135629187,
PA,PA,2016,March,Number of Deaths,131584,,100,0.259150048638132,
PA,PA,2016,April,Number of Deaths,131585,,100,0.26598776456283,
PA,PA,2016,May,Number of Deaths,131231,,100,0.268229305575664,
PA,PA,2016,June,Number of Deaths,131297,,100,0.261239784610463,
PA,PA,2016,July,Number of Deaths,131526,,100,0.264586469595365,
PA,PA,2016,August,Number of Deaths,131999,,100,0.277274827839605,
PA,PA,2016,September,Number of Deaths,132286,,100,0.280452957984972,
PA,PA,2016,October,Number of Deaths,132591,,100,0.290366616135333,
PA,PA,2016,November,Number of Deaths,133350,,100,0.301462317210349,
PA,PA,2016,December,Number of Deaths,134523,,100,0.289913249035481,
PA,PA,2017,January,Number of Deaths,135315,,100,0.291172449469756,Underreported due to incomplete data
PA,PA,2017,February,Number of Deaths,135706,,100,0.281490869968903,Underreported due to incomplete data
PA,PA,2017,March,Number of Deaths,136258,,100,0.285487824568099,Underreported due to incomplete data
PA,PA,2017,April,Number of Deaths,136415,,100,0.276362570098596,Underreported due to incomplete data
PA,PA,2017,May,Number of Deaths,136837,,100,0.276241075147804,Underreported due to incomplete data
PA,PA,2017,June,Number of Deaths,137343,,100,0.287601115455466,Underreported due to incomplete data
PA,PA,2017,July,Number of Deaths,137330,,100,0.286171994465885,Underreported due to incomplete data
PA,PA,2017,August,Number of Deaths,137325,,100,0.267977425814673,Underreported due to incomplete data
PA,PA,2017,September,Number of Deaths,137469,,100,0.258240039572558,Underreported due to incomplete data
PA,PA,2017,October,Number of Deaths,137268,,100,0.246962147040825,Underreported due to incomplete data
PA,PA,2017,November,Number of Deaths,136995,,100,0.21971604803095,Underreported due to incomplete data
PA,PA,2017,December,Number of Deaths,137018,,100,0.22259849070925,Underreported due to incomplete data
PA,PA,2018,January,Number of Deaths,137497,,100,0.253096431194862,Underreported due to incomplete data
PA,PA,2018,February,Number of Deaths,137364,,100,0.274453277423488,Underreported due to incomplete data
PA,PA,2018,March,Number of Deaths,136884,,100,0.295140410858829,Underreported due to incomplete data
PA,PA,2015,January,Number of Drug Overdose Deaths,2788,2928,100,0.262862005044519,
PA,PA,2015,February,Number of Drug Overdose Deaths,2815,2961,100,0.271343830319658,
PA,PA,2015,March,Number of Drug Overdose Deaths,2836,2985,100,0.275391385039064,
PA,PA,2015,April,Number of Drug Overdose Deaths,2862,3016,100,0.282827378287215,
PA,PA,2015,May,Number of Drug Overdose Deaths,2878,3029,100,0.274589980450387,
PA,PA,2015,June,Number of Drug Overdose Deaths,2964,3120,100,0.275206777992408,
PA,PA,2015,July,Number of Drug Overdose Deaths,3012,3166,100,0.26861662438442,
PA,PA,2015,August,Number of Drug Overdose Deaths,3075,3235,100,0.273411308947329,
PA,PA,2015,September,Number of Drug Overdose Deaths,3131,3299,100,0.281937408407537,
PA,PA,2015,October,Number of Drug Overdose Deaths,3203,3375,100,0.282322174177922,
PA,PA,2015,November,Number of Drug Overdose Deaths,3250,3429,100,0.288935555456265,
PA,PA,2015,December,Number of Drug Overdose Deaths,3263,3434,100,0.275173104820016,
PA,PA,2016,January,Number of Drug Overdose Deaths,3269,3435,100,0.265961465810351,
PA,PA,2016,February,Number of Drug Overdose Deaths,3414,3586,100,0.264498135629187,
PA,PA,2016,March,Number of Drug Overdose Deaths,3526,3700,100,0.259150048638132,
PA,PA,2016,April,Number of Drug Overdose Deaths,3601,3784,100,0.26598776456283,
PA,PA,2016,May,Number of Drug Overdose Deaths,3632,3818,100,0.268229305575664,
PA,PA,2016,June,Number of Drug Overdose Deaths,3657,3839,100,0.261239784610463,
PA,PA,2016,July,Number of Drug Overdose Deaths,3797,3989,100,0.264586469595365,
PA,PA,2016,August,Number of Drug Overdose Deaths,3890,4096,100,0.277274827839605,
PA,PA,2016,September,Number of Drug Overdose Deaths,4030,4245,100,0.280452957984972,
PA,PA,2016,October,Number of Drug Overdose Deaths,4158,4388,100,0.290366616135333,
PA,PA,2016,November,Number of Drug Overdose Deaths,4358,4608,100,0.301462317210349,
PA,PA,2016,December,Number of Drug Overdose Deaths,4648,4904,100,0.289913249035481,
PA,PA,2017,January,Number of Drug Overdose Deaths,4875,5101,100,0.291172449469756,Underreported due to incomplete data
PA,PA,2017,February,Number of Drug Overdose Deaths,4960,5201,100,0.281490869968903,Underreported due to incomplete data
PA,PA,2017,March,Number of Drug Overdose Deaths,5107,5360,100,0.285487824568099,Underreported due to incomplete data
PA,PA,2017,April,Number of Drug Overdose Deaths,5220,5474,100,0.276362570098596,Underreported due to incomplete data
PA,PA,2017,May,Number of Drug Overdose Deaths,5386,5648,100,0.276241075147804,Underreported due to incomplete data
PA,PA,2017,June,Number of Drug Overdose Deaths,5508,5809,100,0.287601115455466,Underreported due to incomplete data
PA,PA,2017,July,Number of Drug Overdose Deaths,5573,5891,100,0.286171994465885,Underreported due to incomplete data
PA,PA,2017,August,Number of Drug Overdose Deaths,5695,6029,100,0.267977425814673,Underreported due to incomplete data
PA,PA,2017,September,Number of Drug Overdose Deaths,5697,6013,100,0.258240039572558,Underreported due to incomplete data
PA,PA,2017,October,Number of Drug Overdose Deaths,5642,5929,100,0.246962147040825,Underreported due to incomplete data
PA,PA,2017,November,Number of Drug Overdose Deaths,5586,5824,100,0.21971604803095,Underreported due to incomplete data
PA,PA,2017,December,Number of Drug Overdose Deaths,5434,5631,100,0.22259849070925,Underreported due to incomplete data
PA,PA,2018,January,Number of Drug Overdose Deaths,5296,5505,100,0.253096431194862,Underreported due to incomplete data
PA,PA,2018,February,Number of Drug Overdose Deaths,5121,5363,100,0.274453277423488,Underreported due to incomplete data
PA,PA,2018,March,Number of Drug Overdose Deaths,4954,5208,100,0.295140410858829,Underreported due to incomplete data
RI,RI,2015,January,Cocaine (T40.5),70,73,100,0.069231530016813,
RI,RI,2015,February,Cocaine (T40.5),69,72,100,0.039192631785224,
RI,RI,2015,March,Cocaine (T40.5),74,77,100,0.03895597974289,
RI,RI,2015,April,Cocaine (T40.5),71,74,100,0.039028197872963,
RI,RI,2015,May,Cocaine (T40.5),75,78,100,0.039070130884938,
RI,RI,2015,June,Cocaine (T40.5),80,83,100,0.029165856503986,
RI,RI,2015,July,Cocaine (T40.5),90,94,100,0.019295706705258,
RI,RI,2015,August,Cocaine (T40.5),92,96,100,0.019288263091909,
RI,RI,2015,September,Cocaine (T40.5),93,97,100,0.019204916458613,
RI,RI,2015,October,Cocaine (T40.5),90,94,100,0.019091256204658,
RI,RI,2015,November,Cocaine (T40.5),86,89,100,0.00952743902439,
RI,RI,2015,December,Cocaine (T40.5),90,94,100,0,
RI,RI,2016,January,Cocaine (T40.5),85,88,100,0,
RI,RI,2016,February,Cocaine (T40.5),93,97,100,0,
RI,RI,2016,March,Cocaine (T40.5),94,98,100,0,
RI,RI,2016,April,Cocaine (T40.5),101,105,100,0.009843488532336,
RI,RI,2016,May,Cocaine (T40.5),99,103,100,0.009870693909782,
RI,RI,2016,June,Cocaine (T40.5),100,104,100,0.029785544082605,
RI,RI,2016,July,Cocaine (T40.5),96,100,100,0.030081219292089,
RI,RI,2016,August,Cocaine (T40.5),99,103,100,0.03000900270081,
RI,RI,2016,September,Cocaine (T40.5),104,108,100,0.040060090135203,
RI,RI,2016,October,Cocaine (T40.5),107,111,100,0.050251256281407,
RI,RI,2016,November,Cocaine (T40.5),119,124,100,0.050301810865191,
RI,RI,2016,December,Cocaine (T40.5),120,125,100,0.069839369450264,
RI,RI,2017,January,Cocaine (T40.5),121,125,100,0.069478908188586,Underreported due to incomplete data
RI,RI,2017,February,Cocaine (T40.5),115,119,100,0.069258929454833,Underreported due to incomplete data
RI,RI,2017,March,Cocaine (T40.5),118,122,100,0.088347894375184,Underreported due to incomplete data
RI,RI,2017,April,Cocaine (T40.5),116,121,100,0.078231957754743,Underreported due to incomplete data
RI,RI,2017,May,Cocaine (T40.5),111,116,100,0.087736400857867,Underreported due to incomplete data
RI,RI,2017,June,Cocaine (T40.5),109,114,100,0.06774412077809,Underreported due to incomplete data
RI,RI,2017,July,Cocaine (T40.5),112,116,100,0.067476383265857,Underreported due to incomplete data
RI,RI,2017,August,Cocaine (T40.5),110,114,100,0.067665538907685,Underreported due to incomplete data
RI,RI,2017,September,Cocaine (T40.5),107,111,100,0.057742276970455,Underreported due to incomplete data
RI,RI,2017,October,Cocaine (T40.5),110,115,100,0.048304511641387,Underreported due to incomplete data
RI,RI,2017,November,Cocaine (T40.5),106,111,100,0.086713556219289,Underreported due to incomplete data
RI,RI,2017,December,Cocaine (T40.5),112,117,100,0.124461464815701,Underreported due to incomplete data
RI,RI,2018,January,Cocaine (T40.5),109,113,100,0.142775556824672,Underreported due to incomplete data
RI,RI,2018,February,Cocaine (T40.5),106,110,100,0.192086054552439,Underreported due to incomplete data
RI,RI,2018,March,Cocaine (T40.5),104,108,100,0.223279293272498,Underreported due to incomplete data
RI,RI,2015,January,Heroin (T40.1),71,72,100,0.069231530016813,
RI,RI,2015,February,Heroin (T40.1),73,74,100,0.039192631785224,
RI,RI,2015,March,Heroin (T40.1),78,79,100,0.03895597974289,
